,title,manufacturer,retailer,code,link,operation,date_ops
278,Luz LED lineal regulable R7S 14W,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A28250746-luz-led-lineal-regulable-r7s-14w/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
279,Plafón LED redondo Moire 10W 850lm 3000K,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A31629971-plafon-led-redondo-moire-10w-850lm-3000k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
280,Plafón LED redondo Moire 17W 1900lm 4000K,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A31629976-plafon-led-redondo-moire-17w-1900lm-4000k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
281,"Bombilla LED Frigoríficos E14 3,2W 250lm 2.700K",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A28250744-bombilla-led-frigorificos-e14-32w-250lm-2700k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
282,"Bombilla LED tubular E27 9,5W 950 lm 3000 K",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A28250743-bombilla-led-tubular-e27-95w-950-lm-3000-k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
283,"Bombilla LED estándar E27 17,5W 2.452 lm 2.700K",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A28250740-bombilla-led-estandar-e27-175w-2452-lm-2700k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
284,"Bombilla LED estándar E27 10,5W 1521lm",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A30032592-bombilla-led-estandar-e27-105w-1521lm/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
285,Plafón LED redondo Doris 6 W 640 lm 4000 K,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563328-plafon-led-redondo-doris-6-w-640-lm-4000-k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
286,Plafón LED redondo Doris 17 W 1700 lm 4000 K,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563323-plafon-led-redondo-doris-17-w-1700-lm-4000-k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
287,Plafón LED redondo Moire 20W 2000lm 2700K,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563304-plafon-led-redondo-moire-20w-2000lm-2700k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
288,Plafón LED Toba 23W 27K-65K C/M,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563249-plafon-led-toba-23w-27k-65k-cm/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
289,Downlight LED superficie redondo 15 W 1500 lm BCO,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563246-downlight-led-superficie-redondo-15-w-1500-lm-bco/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
290,Downlight LED redondo empotrable 13 W 1600 lm,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563229-downlight-led-redondo-empotrable-13-w-1600-lm/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
291,"Empotrable LED 4,5 W 380 lm 2700 K",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563227-empotrable-led-45-w-380-lm-2700-k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
292,"Empotrable LED 4,5 W 380 lm 2700 K",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A40563223-empotrable-led-45-w-380-lm-2700-k/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
293,"Pack 2 bombillas LED Philips Hue White and Ambiance, vela B39 E14",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160567-pack-2-bombillas-led-philips-hue-white-and-ambiance-vela-b39-e14/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
294,Bombilla LED Philips Hue White A60 E27,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160569-bombilla-led-philips-hue-white-a60-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
295,Enchufe inteligente Philips Hue,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40939820-enchufe-inteligente-philips-hue/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
296,"Bombilla LED Philips HUE White, Vela E14 filamento espiral",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938095-bombilla-led-philips-hue-white-vela-e14-filamento-espiral/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
297,"Pack 2 Bombillas LED Philips HUE White, Vela E14 filamento espiral",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938101-pack-2-bombillas-led-philips-hue-white-vela-e14-filamento-espiral/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
298,"Bombilla LED Philips HUE White & Ambiance, A60 E27 filamento espiral",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938112-bombilla-led-philips-hue-white-and-ambiance-a60-e27-filamento-espiral/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
299,"Bombilla LED Philips HUE White & Ambiance, ST64 E27 filamento espiral",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938116-bombilla-led-philips-hue-white-and-ambiance-st64-e27-filamento-espiral/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
300,"Bombilla Philips Hue White Ambiance 10,5W E27",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40939812-bombilla-philips-hue-white-ambiance-105w-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
301,"Pack 2 bombillas Philips Hue White Ambiance 4,3W GU10",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40939814-pack-2-bombillas-philips-hue-white-ambiance-43w-gu10/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
302,"Pack 2 bombillas Philips Hue White Ambiance 10,5W E27 + puente + mando inalámbrico",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40939807-pack-2-bombillas-philips-hue-white-ambiance-105w-e27--puente--mando-inalambrico/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
303,Pack 2 bombillas LED Philips Hue White GU10,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160574-pack-2-bombillas-led-philips-hue-white-gu10/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
304,Pack 2 Bombillas Philips HUE White & Color Ambiance A60 E27,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938154-pack-2-bombillas-philips-hue-white-and-color-ambiance-a60-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
305,Puente de control Philips Hue Bridge,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40939816-puente-de-control-philips-hue-bridge/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
306,"Bombilla LED Philips HUE White & Ambiance, ST72 E27, filamento espiral",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938120-bombilla-led-philips-hue-white-and-ambiance-st72-e27-filamento-espiral/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
307,"Pack 2 bombillas Philips Hue White Ambiance 10,5W E27",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938137-pack-2-bombillas-philips-hue-white-ambiance-105w-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
308,Pack 2 Bombillas Philips HUE White & Ambiance A60 E27,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938134-pack-2-bombillas-philips-hue-white-and-ambiance-a60-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
309,Pack 2 Bombillas LED Philips HUE White A60 E27,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938133-pack-2-bombillas-led-philips-hue-white-a60-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
310,Bombilla LED Philips Hue White E14,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160575-bombilla-led-philips-hue-white-e14/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
311,"Bombilla LED regulable GU10 5,7W",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A22411883-bombilla-led-regulable-gu10-57w/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
312,"Bombilla LED Philips HUE White & Ambiance, G125 E27, filamento espiral",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938131-bombilla-led-philips-hue-white-and-ambiance-g125-e27-filamento-espiral/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
313,"Bombilla LED Philips HUE White & Ambiance, G93 E27, filamento espiral",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A40938117-bombilla-led-philips-hue-white-and-ambiance-g93-e27-filamento-espiral/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
314,Bombilla LED Philips Hue White GU10,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160573-bombilla-led-philips-hue-white-gu10/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
315,Pack 2 bombillas LED Philips Hue White A60 E27,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160572-pack-2-bombillas-led-philips-hue-white-a60-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
316,Pack 2 bombillas LED Philips Hue White E14,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160576-pack-2-bombillas-led-philips-hue-white-e14/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
317,"Bombilla LED Philips Hue White and Ambiance, vela B39 E14",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160566-bombilla-led-philips-hue-white-and-ambiance-vela-b39-e14/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
318,Mando a distancia inalámbrico Philips Hue Dimmer switch,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A38952789-mando-a-distancia-inalambrico-philips-hue-dimmer-switch/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
319,Bombilla LED Philips Hue White A60 E27,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160568-bombilla-led-philips-hue-white-a60-e27/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
320,"Bombilla LED Philips HUE White and Ambiance, GU10",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160565-bombilla-led-philips-hue-white-and-ambiance-gu10/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
321,"Kit de inicio Philips Hue White E27, 3 bombillas + HUE bridge + interruptor",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160571-kit-de-inicio-philips-hue-white-e27-3-bombillas--hue-bridge--interruptor/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
322,Pack 2 bombillas LED Philips HUE White + HUE Bridge,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A41160570-pack-2-bombillas-led-philips-hue-white--hue-bridge/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
323,"Bombilla LED GU10 4,6W",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A22411867-bombilla-led-gu10-46w/,Bulk marked Not In Catalog RPI,07-11-2022 12:35
324,Pack 10 CD-R Audio Philips 700 MB,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A19287808-pack-10-cd-r-audio-philips-700-mb/,Bulk marked Not In Catalog RPI,07-11-2022 12:37
325,Grabadora Philips VoiceTracer DTV4110,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A39303513-grabadora-philips-voicetracer-dtv4110/,Bulk marked Not In Catalog RPI,07-11-2022 12:37
326,Grabadora Philips VoiceTracer DTV2050,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A39303448-grabadora-philips-voicetracer-dtv2050/,Bulk marked Not In Catalog RPI,07-11-2022 12:37
327,"Tarrina 25 DVD-R imprimibles Philips 4,7 GB",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A19175888-tarrina-25-dvd-r-imprimibles-philips-47-gb/,Bulk marked Not In Catalog RPI,07-11-2022 12:37
328,"Tarrina 10 DVD-R Philips 4,7 GB",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A19287816-tarrina-10-dvd-r-philips-47-gb/,Bulk marked Not In Catalog RPI,07-11-2022 12:37
329,"Tarrina 10 DVD+R Philips 4,7 GB",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A19287819-tarrina-10-dvdr-philips-47-gb/,Bulk marked Not In Catalog RPI,07-11-2022 12:37
330,Lumea IPL 9000 Series BRI955/01 IPL hair removal device,Philips,ElCorteIngles,BRI955/01,https://www.elcorteingles.es/electrodomesticos/A38970495-depiladora-de-luz-pulsada-philips-lumea-serie-9000-uso-sin-cable-3-cabezales-depilacion-en-casa-mujer-y-hombre-sensor-de-piel-inteligente/,Created mapping,07-11-2022 12:40
331,"Depiladora de luz pulsada Philips Lumea Advanced IPL, 2 cabezales, depilación mujer en cara y cuerpo con sensor de piel",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A17349890-depiladora-de-luz-pulsada-philips-lumea-advanced-ipl-2-cabezales-depilacion-mujer-en-cara-y-cuerpo-con-sensor-de-piel/,Bulk marked Not In Catalog RPI,07-11-2022 12:40
332,"Depiladora de luz pulsada Philips Lumea Advanced IPL, 1 cabezal, depilación corporal mujer con sensor de tono de piel. Incluye recortador facial",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A43492703-depiladora-de-luz-pulsada-philips-lumea-advanced-ipl-1-cabezal-depilacion-corporal-mujer-con-sensor-de-tono-de-piel-incluye-recortador-facial/,Bulk marked Not In Catalog RPI,07-11-2022 12:40
333,Intercomunicador Philips Avent audio,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bebes/A45349066-intercomunicador-philips-avent-audio/,Bulk marked Not In Catalog RPI,07-11-2022 12:42
334,Chupete Philips Avent Anatómico Ultra Air silicona (6 - 18 M.) 2 unids. 'I Love Papa' verde/azul,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bebes/A39435015-chupete-philips-avent-anatomico-ultra-air-silicona-6-18-m-2-unids-i-love-papa-verdeazul/,Bulk marked Not In Catalog RPI,07-11-2022 12:42
335,Chupete Philips Avent Anatómico Ultra Air silicona (6 - 18 M.) 2 unids. 'I Love Papa' rosa/morado,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bebes/A39435017-chupete-philips-avent-anatomico-ultra-air-silicona-6-18-m-2-unids-i-love-papa-rosamorado/,Bulk marked Not In Catalog RPI,07-11-2022 12:42
336,Vaso antigoteo Philips Avent (+12 M) verde,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bebes/A39435049-vaso-antigoteo-philips-avent-12-m-verde/,Bulk marked Not In Catalog RPI,07-11-2022 12:42
337,Vaso antigoteo Philips Avent (+12 M) rosa,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bebes/A39435055-vaso-antigoteo-philips-avent-12-m-rosa/,Bulk marked Not In Catalog RPI,07-11-2022 12:42
338,3000 Фен для волос,Philips,ElCorteIngles,BHD360/20,https://www.elcorteingles.es/electrodomesticos/A45051195-secador-de-pelo-philips-serie-3000-2100w-cuidado-ionico-difusor-y-boquilla-estrecha/,Created mapping,07-11-2022 12:44
339,"Memoria USB - Philips - Memoria USB 16 GB, USB 2.0",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/MP_0008431_FM16FD00B00-memoria-usb-philips--memoria-usb-16-gb-usb-20/,Deleted RPI,07-11-2022 12:50
340,Lámpara de coche H7 55w 1 cool blue intense Phillips,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/taller-mecanico/MP_0013038_4008321651563-lampara-de-coche-h7-55w-1-cool-blue-intense-phillips/,Marked RPI as hidden,07-11-2022 12:53
341,Cafetera de goteo Philips HD7432/10 Daily para 7 tazas,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A44914559-cafetera-de-goteo-philips-hd743210-daily-para-7-tazas/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
342,Radio de coche Ce235Bt Philips,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/taller-mecanico/MP_0013038_4895185631417-radio-de-coche-ce235bt-philips/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
343,Juego de altavoces de coche Csp6911 300W 6X9 Philips,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/taller-mecanico/MP_0013038_6923410721119-juego-de-altavoces-de-coche-csp6911-300w-6x9-philips/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
344,Plancha para el pelo profesional Philips HPS930/40,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/MP_0391854_HPS930-plancha-para-el-pelo-profesional-philips-hps93040/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
345,"Cafetera espresso superautomática Philips EP3226/40 con espumador de leche, 4 tipos de café",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A45038066-cafetera-espresso-superautomatica-philips-ep322640-con-espumador-de-leche-4-tipos-de-cafe/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
346,"Cafetera espresso superautomática Philips EP820/00 con espumador de leche, 2 tipos de café",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A44675801-cafetera-espresso-superautomatica-philips-ep82000-con-espumador-de-leche-2-tipos-de-cafe/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
347,Barbero Philips series 3000 con 20 ajustes de longitud,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A41654268-barbero-philips-series-3000-con-20-ajustes-de-longitud/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
348,Auricular de botón Philips Con Micro Azul,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/MP_0000572_6925970709408-auricular-de-boton-philips-con-micro-azul/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
349,Videoportero Welcome Eye Connect,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A37953029-videoportero-welcome-eye-connect/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
350,Plancha de pelo Philips Essential Serie 3000 con tecnología ThermoProtect y placas cerámicas,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A41654269-plancha-de-pelo-philips-essential-serie-3000-con-tecnologia-thermoprotect-y-placas-ceramicas/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
351,"Afeitadora corporal Philips Serie 3000, recorta y afeita, uso en seco y húmedo",Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A26034165-afeitadora-corporal-philips-serie-3000-recorta-y-afeita-uso-en-seco-y-humedo/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
352,Pendrive 2 en 1 Philips 64 GB USB y USB C,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A43398724-pendrive-2-en-1-philips-64-gb-usb-y-usb-c/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
353,Pendrive Philips Moon Edition 128 GB USB 3.1,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A39448228-pendrive-philips-moon-edition-128-gb-usb-31/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
354,Exprimidor Philips HR2744/40 con selector de pulpa,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A39226955-exprimidor-philips-hr274440-con-selector-de-pulpa/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
355,Videoportero Welcome Eye Link,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/bricor/A37953027-videoportero-welcome-eye-link/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
356,Plancha de vapor Philips Speed Advanced,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electrodomesticos/A40884056-plancha-de-vapor-philips-speed-advanced/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
357,Tarjeta de memoria MicroSD Philips 256GB Clase 10,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A39439444-tarjeta-de-memoria-microsd-philips-256gb-clase-10/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
358,Pendrive Philips Moon Edition 64 GB USB 3.1,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A39448227-pendrive-philips-moon-edition-64-gb-usb-31/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
359,Pendrive Philips Moon Edition 32 GB USB 3.1,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A39448226-pendrive-philips-moon-edition-32-gb-usb-31/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
360,Pendrive Philips Snow Edition 256 GB USB 3.0,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A29284960-pendrive-philips-snow-edition-256-gb-usb-30/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
361,Mando a distancia universal Philips SRP2018E,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/A38185248-mando-a-distancia-universal-philips-srp2018e/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
362,Auricular de botón Philips She3590Bl Intrauditivo Azul,Philips,ElCorteIngles,no-code,https://www.elcorteingles.es/electronica/MP_0000572_6923410713695-auricular-de-boton-philips-she3590bl-intrauditivo-azul/,Bulk marked Not In Catalog RPI,07-11-2022 13:00
363,Philips OneBlade 2 peines guía removibles QP2521/10 + cuchilla de repuesto QP210/51,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-oneblade-2-peines-guia-removibles-qp2521-10-cuchilla-de-repuesto-qp210-51/p,RPI Re-added to Retailer,07-11-2022 13:06
364,Philips Avent Set de Regalo 4 Biberones Anti-colic con sistema AirFree SCD307/02,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-set-de-regalo-4-biberones-anti-colic-con-sistema-airfree-scd307-02/p,RPI Re-added to Retailer,07-11-2022 13:06
365,Philips Avent Set de Regalo 4 Biberones Anti-colic con sistema AirFree SCD307/03,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-set-de-regalo-4-biberones-anti-colic-con-sistema-airfree-scd307-03/p,RPI Re-added to Retailer,07-11-2022 13:06
366,Philips Avent Chupón Ultra Air 0-6 M Blanco X1 SCF081/13,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-chupon-ultra-air-0-6-m-blanco--x1-scf081-13/p,RPI Re-added to Retailer,07-11-2022 13:06
367,Philips Avent Chupón Ultra Air 6-18 M Happ/Pen X2 SCF080/22,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-chupon-ultra-air-6-18-m-happ-pen-x2-scf080-22/p,RPI Re-added to Retailer,07-11-2022 13:06
368,Philips Avent Chupón Ultra Air 6-18 M Happ/Turt X2 SCF080/21,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-chupon-ultra-air-6-18-m-happ-turt-x2-scf080-21/p,RPI Re-added to Retailer,07-11-2022 13:06
369,Philips Avent Chupón Ultra Air 0-6 M Pingüino X1 SCF081/01,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-chupon-ultra-air-0-6-m-pinguino-x1-scf081-01/p,RPI Re-added to Retailer,07-11-2022 13:06
370,Philips Plancha para cabello HP8363/00,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-plancha-para-cabello-hp8363-00/p,RPI Re-added to Retailer,07-11-2022 13:06
371,Philips Cartucho de limpieza Shaver 7000/9000,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-cartucho-de-limpieza-shaver-7000-9000/p,RPI Re-added to Retailer,07-11-2022 13:06
372,Philips Avent Biberón Natural Deco de 260ml/9oz SCF659/47,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-biberon-natural-deco-de-260ml-9oz-scf659-47/p,RPI Re-added to Retailer,07-11-2022 13:06
373,Philips Avent Chupón Ultra Air 6-18 M Pingüino X1 SCF081/09,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-chupon-ultra-air-6-18-m-pinguino-x1-scf081-09/p,RPI Re-added to Retailer,07-11-2022 13:06
374,Philips Avent Chupón Ultra Soft 6-18 M Flo/Squi X2 SCF223/04,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-chupon-ultra-soft-6-18-m-flo-squi-x2-scf223-04/p,RPI Re-added to Retailer,07-11-2022 13:06
375,Philips Avent Set Recien nacido,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-set-recien-nacido/p,RPI Re-added to Retailer,07-11-2022 13:06
376,Philips Avent Set lactancia,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-set-lactancia/p,RPI Re-added to Retailer,07-11-2022 13:06
377,Philips Avent Chupón Ultra Air SCF081/06,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-chupon-ultra-air-scf081-06/p,RPI Re-added to Retailer,07-11-2022 13:06
378,Philips Avent Set de Primeros Comienzos Natural,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-set-de-primeros-comienzos-natural/p,RPI Re-added to Retailer,07-11-2022 13:06
379,Dúo Shaver Series 5000 Azul S5466/17 + Depiladora Series 8000 BRE700/00,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/duo-shaver-series-5000-azul-s5466-17-depiladora-series-8000-bre700-00/p,RPI Re-added to Retailer,07-11-2022 13:06
380,Dúo Oneblade 2 Verde QP2521/10 + Cuchilla reemplazable 1 pza QP210/51,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/duo-oneblade-2-verde-qp2521-10-cuchilla-reemplazable-1-pza-qp210-51/p,RPI Re-added to Retailer,07-11-2022 13:06
381,Dúo OneBlade Pro QP6530/15 + Cuchilla reemplazable 2 pzas QP220/51,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/duo-oneblade-pro-qp6530-15---cuchilla-reemplazable-2-pzas-qp220-51/p,RPI Re-added to Retailer,07-11-2022 13:06
382,Philips Avent Anti-colic Set azul 4/9oz + tetina SCD809/37,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-anti-colic-set-azul-4-9oz-plus-tetina-scd809-37/p,RPI Re-added to Retailer,07-11-2022 13:06
383,Philips Avent Vaso con bombilla flexible 1 pza 300ml verde SCF798/01,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-vaso-con-bombilla-flexible-1-pza-300ml-verde-scf798-01/p,RPI Re-added to Retailer,07-11-2022 13:06
384,Philips Avent Set Esterilizador de Microondas con Biberones Natural,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-set-esterilizador-de-microondas-con-biberones-natural/p,RPI Re-added to Retailer,07-11-2022 13:06
385,Philips Avent Anti-colic Set rosa 4/9oz + tetina SCD809/36,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-anti-colic-set-rosa-4-9oz-plus-tetina-scd809-36/p,RPI Re-added to Retailer,07-11-2022 13:06
386,Philips Avent Pads de lactancia desechables 24 pzas SCF254/24,Philips,PhilipsStoreMX,no-code,https://www.tienda.philips.com.mx/philips-avent-pads-de-lactancia-desechables-24-pzas-scf254-24/p,RPI Re-added to Retailer,07-11-2022 13:06
